task,model,execution_model,role,unit,split,dataset,bundle_path,sha256
T2,STATE,STATE,method,D397,C2_soskic_LODO_D397,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D397.npz,6bf6d47de88566bffc77dcab94399cbe3caec360f7e8b7a52f3ad5b60c40dcbf
T2,STATE,STATE,method,D398,C2_soskic_LODO_D398,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D398.npz,bca2c268a30131e495ff0833cbc251c38e3e0949002e67fe0ada2c5613e39a85
T2,STATE,STATE,method,D405,C2_soskic_LODO_D405,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D405.npz,d1f0073107c1d068936358a9efcbc6515cbf34b606daf246046f2655958f6e5d
T2,STATE,STATE,method,D406,C2_soskic_LODO_D406,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D406.npz,3c6a3b006919900200b96aa9581b6251e2c7a038604e080308fb0181ab31be3d
T2,STATE,STATE,method,D407,C2_soskic_LODO_D407,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D407.npz,86ef3f50f545df1c954608c8c3a0c123c78b8f40a1fbce22196c964754d0bd6c
T2,STATE,STATE,method,D408,C2_soskic_LODO_D408,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D408.npz,5b32dcd0dd16b86f39d8219d653e3c9419f68a9c081728abb333d63a8c477649
T2,STATE,STATE,method,D409,C2_soskic_LODO_D409,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D409.npz,bd9283fe4ad9df2feb91219a6e4210dda9a21253dc1c83536aa54b1585858a4a
T2,STATE,STATE,method,D410,C2_soskic_LODO_D410,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D410.npz,5ba1965c1b559b00d2bc0cac1c944d4965dcfd91f9c65aea33424ffd698b215d
T2,STATE,STATE,method,D411,C2_soskic_LODO_D411,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D411.npz,56c1f2eae9a4dfc38d4ddc21c59eabfd08c2c29ae5136609c35432efb148fd94
T2,STATE,STATE,method,D412,C2_soskic_LODO_D412,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D412.npz,f1480dada14564258268eb83f9b321c4df8ec44980b03767a2ff936b492f7edf
T2,STATE,STATE,method,D413,C2_soskic_LODO_D413,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D413.npz,fbc755d0dfc5b51b654f23d76f3c06a60a0d8aa2a1b163db88bb761ff47ae31e
T2,STATE,STATE,method,D414,C2_soskic_LODO_D414,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D414.npz,200714c1e25cd19dfe6a535d2dfc84df20b19b6580dc3d006c57356cec588216
T2,STATE,STATE,method,D415,C2_soskic_LODO_D415,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D415.npz,f8496a906aba218d13acdc4ef48c6a16439a402c1ac1fbaa3af070eb64f0cc44
T2,STATE,STATE,method,D416,C2_soskic_LODO_D416,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D416.npz,8bec75ac238ac0645b1409bfc5133a39cefc0812bdbf17dcead235b959d0648a
T2,STATE,STATE,method,D417,C2_soskic_LODO_D417,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D417.npz,8445a003f8f32577cf6fdc8430459b5396964ed50e90ec0e67e4934c752cb15a
T2,STATE,STATE,method,D418,C2_soskic_LODO_D418,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D418.npz,726910d802c73915847a0c3d7ca0e6d59a564730b59de8256a8aff1b6f69eaaa
T2,STATE,STATE,method,D419,C2_soskic_LODO_D419,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D419.npz,3bac64a9d236984900fca6985533c1221d388f5c655c8ee2f3130e173bea0286
T2,STATE,STATE,method,D420,C2_soskic_LODO_D420,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D420.npz,2cd681f4cbd5cc33fb7c2d58ad83e18e3f8ed55cf2d127ecf2a4d923348c875c
T2,STATE,STATE,method,D421,C2_soskic_LODO_D421,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D421.npz,e8935cb4bff2eb96d1c06e60e585e043c776f5eab760f21ff1c234c0cdd758a2
T2,STATE,STATE,method,D422,C2_soskic_LODO_D422,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D422.npz,84aa091ee53d364ec54e7bf413bfe3cc0c50d28d1777505a818a3e0b211e9082
T2,STATE,STATE,method,D423,C2_soskic_LODO_D423,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D423.npz,b124720b9f9892416aa1ea4cb62245c24b819e87c60821cfb64b5a5196be8346
T2,STATE,STATE,method,D424,C2_soskic_LODO_D424,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D424.npz,58ac3580aa53121fb95c3d7889762f4ab3e6d52ea5a033ff12d3edea8bfdc02d
T2,STATE,STATE,method,D425,C2_soskic_LODO_D425,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D425.npz,e3680dbd4348e44c1f3df70c41713144e4a23651c3b3458bceeccd2063fb6636
T2,STATE,STATE,method,D426,C2_soskic_LODO_D426,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D426.npz,5adeb9c20e90dd3e8d9abe10167ad59fde102a150939b297cbea120f33a327c8
T2,STATE,STATE,method,D427,C2_soskic_LODO_D427,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D427.npz,070bace033ab4a721a97fa31e01514268579a9b822296920b2228e954564b344
T2,STATE,STATE,method,D428,C2_soskic_LODO_D428,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D428.npz,877469260bd8b6750e98c70c1b240e34c402d1fec4a963d345f676e5fd3fe2d2
T2,STATE,STATE,method,D429,C2_soskic_LODO_D429,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D429.npz,038e082cc9f43e098503e44555c686bc05d681724c97333dc8e92405b1161c12
T2,STATE,STATE,method,D430,C2_soskic_LODO_D430,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D430.npz,58c69cad22d14debc6777257b865646e50c09c2c9060ecd3ef116c0a1056e328
T2,STATE,STATE,method,D431,C2_soskic_LODO_D431,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D431.npz,8802e3f555e0abc1853702af0d1cc024cf0fef438c6d429431fc21e55cf9d364
T2,STATE,STATE,method,D432,C2_soskic_LODO_D432,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D432.npz,ebc33b43dea5cf0d28a5bc85a7847c5f03851db096979b5db8da6ba359b5b754
T2,STATE,STATE,method,D433,C2_soskic_LODO_D433,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D433.npz,c17eb0432f66fabaa45115fa866d75f07c7fae034f553eaaae72cb8f814aafc3
T2,STATE,STATE,method,D434,C2_soskic_LODO_D434,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D434.npz,85c2e111ca699f33cb3942276f7cf44f53852a48685a0ea787a3236a4c4dcfd3
T2,STATE,STATE,method,D435,C2_soskic_LODO_D435,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D435.npz,cf22ee575075019667a32e421e1ea6cf7e991af5c57bda35f6930870378ebd6c
T2,STATE,STATE,method,D436,C2_soskic_LODO_D436,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D436.npz,5cfc906c12f4ce8044094fbd070d6894207d8ab694bfcbee749535d6fc3ee3ae
T2,STATE,STATE,method,D439,C2_soskic_LODO_D439,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D439.npz,f3505095ba423335388e87bbcff91fe1aeb2e69efde5a29baab84ea038401085
T2,STATE,STATE,method,D440,C2_soskic_LODO_D440,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D440.npz,daa429ed41d7e41d862e06070a2b85d5e4adfa53e98ff163da2f606c32a5ea59
T2,STATE,STATE,method,D441,C2_soskic_LODO_D441,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D441.npz,94070bf44d0ce022e7ae255ecfdbdabf4b90bc51ef5b6215b40b4764d52b2189
T2,STATE,STATE,method,D442,C2_soskic_LODO_D442,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D442.npz,9b3c07b786edb9c6d94bc6c862b59b6f0680a09c0daba628c8afefb432b813c0
T2,STATE,STATE,method,D443,C2_soskic_LODO_D443,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D443.npz,9218abb3c998f94255235220ec6de5928059b0ed6e8a48ba9a6ed89569a0f62c
T2,STATE,STATE,method,D445,C2_soskic_LODO_D445,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D445.npz,bceab616f6c43d3f82d3cd190aa6d82e4633119602ce628ce0e5bc961a0ddb46
T2,STATE,STATE,method,D446,C2_soskic_LODO_D446,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D446.npz,3a00f7236ed91ce479c3bc0a91baba7bda399b3bda6780f0ecbb3b707be9e711
T2,STATE,STATE,method,D447,C2_soskic_LODO_D447,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D447.npz,3b6dc67e54429cf97c7d55edbecffdea9a2cc7eff2d29d323edf0eb08f0ad98a
T2,STATE,STATE,method,D448,C2_soskic_LODO_D448,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D448.npz,8f61d5581f1c3147d31d38800a7e4d631ce049817faa36710bd32a8373fc0cef
T2,STATE,STATE,method,D449,C2_soskic_LODO_D449,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D449.npz,47eb5b721758eca5cba9c33f80a177d42c543f053a89270eb7dc85ab012ecfc9
T2,STATE,STATE,method,D450,C2_soskic_LODO_D450,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D450.npz,c9f226d60101f2dd8c0f830f4ac06db7c4242c554171596bc72194792ddd4ded
T2,STATE,STATE,method,D451,C2_soskic_LODO_D451,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D451.npz,c87fc47231ef6647541cde92641a0d1c6f1b0ecc05e665b0fa4ad546f9fe9ee7
T2,STATE,STATE,method,D452,C2_soskic_LODO_D452,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D452.npz,3299b98d98d0f28e189c5ed087e058101ea0c8e47bf7d7cc971f49b95569fe4f
T2,STATE,STATE,method,D453,C2_soskic_LODO_D453,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D453.npz,f58166b63707afe9aee6c61d2ae186d505a55f01403c44adeb7883ac2ac199fa
T2,STATE,STATE,method,D454,C2_soskic_LODO_D454,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D454.npz,b7e91b8adcb39645b788a115d9f28edc5def1a087e8237e2861425d1405dbec5
T2,STATE,STATE,method,D455,C2_soskic_LODO_D455,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D455.npz,7806a309e0c7e1683ab1c80301239d7df1ae8571a766f564f5fb627d497c7513
T2,STATE,STATE,method,D456,C2_soskic_LODO_D456,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D456.npz,690225944bba5855a543dd47aff4347a71ff23434eba83e44c1a8254a99b2559
T2,STATE,STATE,method,D457,C2_soskic_LODO_D457,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D457.npz,0e8eb694b155057f58f64ba5a76181e10c5d84f7a7f5078a317a60e27d928ee5
T2,STATE,STATE,method,D458,C2_soskic_LODO_D458,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D458.npz,0a5d5059404c9c162d2a5a33d40c39700404a72b31edb8c80ba9f8f0e0709661
T2,STATE,STATE,method,D459,C2_soskic_LODO_D459,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D459.npz,822a7439a87fb79c3f4727f2b5b220fdc71d36bc0aad8f09f61458da665199b3
T2,STATE,STATE,method,D460,C2_soskic_LODO_D460,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D460.npz,73819be752f7bb1e1cae48fe665817ba45bef5d7ba29c02197f12aa6f751e7d2
T2,STATE,STATE,method,D461,C2_soskic_LODO_D461,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D461.npz,63792e2c2481e8650c61d1b34111ac7cb94fc2e2cdb5ccda9eb50dc31e170f44
T2,STATE,STATE,method,D462,C2_soskic_LODO_D462,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D462.npz,75c5156dd3ac25141ed332da55008c2e08ac9a3f4b7d5561dfa68344de40964f
T2,STATE,STATE,method,D463,C2_soskic_LODO_D463,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D463.npz,3e95077323019772a5b5f5a1490be3f8cb334a5f2da12e1498e2e69fd66e00f4
T2,STATE,STATE,method,D464,C2_soskic_LODO_D464,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D464.npz,f2fcda24b1ba4b5bdbcfb0613844a06fc7036917c6fe849598ccc6c512ace5b6
T2,STATE,STATE,method,D465,C2_soskic_LODO_D465,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D465.npz,fba2d27e82718544f9ddcea7aa0c287fe78b56466b43c4aecc494d520432a4ac
T2,STATE,STATE,method,D466,C2_soskic_LODO_D466,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D466.npz,5bf6e252e41333b2236b585570b9e78fed65df5ecf3a5e389f7e44caf18bda1d
T2,STATE,STATE,method,D481,C2_soskic_LODO_D481,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D481.npz,f23568cdbaae0452f984f178c94c0561f580f2a4e4299262f1a8ca69eaf57e04
T2,STATE,STATE,method,D482,C2_soskic_LODO_D482,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D482.npz,ba3da64437f650a3f1b48f0c94349364cdb1c0f721644fb16e9a524fbd84ff63
T2,STATE,STATE,method,D483,C2_soskic_LODO_D483,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D483.npz,e8176b7f99ea7fe1d4c8ff6d981ee35a284ccd65bd8c504a69014ac1f2279024
T2,STATE,STATE,method,D484,C2_soskic_LODO_D484,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D484.npz,cad7cd7abb0d9a9806b1fcec1501b7beea5ae89d080bdf305a4f71a611a1cb4b
T2,STATE,STATE,method,D485,C2_soskic_LODO_D485,,predictions/v2_native/C2__STATE__C2_soskic_LODO_D485.npz,d68e0790cf79b310aa5b8219ed91c078e1338ae5cac0064e65771e4ef608fbb9
T3,AttentionPert,AttentionPert,method,chen,C3_true_lo_gene_10,chen,predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__chen.npz,bc65e78f8231feeb7fdf692f1e8d9fc87ff8f42304557e10f3e5ede0f63dc7cd
T3,AttentionPert,AttentionPert,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,fd3060bf6f9ffd6a834d7b51e84e86de5dddaf6452e55b52ac4183dc1fa7944f
T3,AttentionPert,AttentionPert,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,78396648e2080b3720f95d205b4ede06a8c6ad0913e61ffc600366a9c12a8a63
T3,AttentionPert,AttentionPert,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__schmidt.npz,4cc76871bfb6b91fe05c89a07bd69fa802bc31ddb16100198de7e2b65214b3f6
T3,AttentionPert,AttentionPert,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3/C3_LO_gene__AttentionPert__C3_true_lo_gene_10__shifrut.npz,7c959ebb07fc47d68e1fa0b58d33ba405c8154c60ace52edcf2eba44f70af8a7
T3,GEARS,GEARS,method,chen,C3_true_lo_gene_10,chen,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__chen.npz,b6f493d5d384c87652d3dd8a4c0cd953065a03e8ba1616e82a149c90575f24c9
T3,GEARS,GEARS,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,23685081a7362f52646135d356c2682207718bfa14c1adc7e240bacfed0004e3
T3,GEARS,GEARS,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,2159bc30a8536cb751b33b9a229c758b1103e481a3742a3ac3e0761ae7adc66c
T3,GEARS,GEARS,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__schmidt.npz,15e00bcfea31bf4430c7eb8e72ae9fa3ea47fa4de619cac8c0790b5a5704aa3e
T3,GEARS,GEARS,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3/C3_LO_gene__GEARS__C3_true_lo_gene_10__shifrut.npz,208c6813a750a88e69c2bd0c973474066434e0f74a868b6b2a8c20c891690e25
T3,cell-mean,cell-mean,floor,chen,C3_true_lo_gene_10,chen,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__chen.npz,22cbca9a493646abe7273efc2a202159ec963b76143a88ddf53a7ede0a83f2aa
T3,cell-mean,cell-mean,floor,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,1530b0540fa068ec2fd9e30664ef987e7f1fc392173d8a4db7cb998a5cd12d6f
T3,cell-mean,cell-mean,floor,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,ed8c02abfde67ce88945847fec42721003822dd3fdf7e0108ac4a4a70a33de7c
T3,cell-mean,cell-mean,floor,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__schmidt.npz,2037970ec52109206d415524976bbe70a0ae9f19e8e8b18656c6b3a5e86a0350
T3,cell-mean,cell-mean,floor,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3/C3_LO_gene__cell-mean__C3_true_lo_gene_10__shifrut.npz,dc2100bcf43fece1f5eef73ca612b17b19227c6567a6581f188fe1f1d49993de
T3,linear-PCA,linear-PCA,floor,chen,C3_true_lo_gene_10,chen,predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__chen.npz,04eb5e74d3da959d3ec1ff53d199a42d847e1490aa32adfd07fe0ef8fa169ca0
T3,linear-PCA,linear-PCA,floor,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,86f7b49e29aa2124ef9d6491090d53ee9951f2c54dc9e27509c46147a9cdcd1f
T3,linear-PCA,linear-PCA,floor,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,9622d855cd7f9681269d94105deba8f0042583db6b9ed214b3a27570c48373fc
T3,linear-PCA,linear-PCA,floor,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__schmidt.npz,8088fdca340c7420a71524385deda3f23e7fc6f6f9b04b9716a6b35987b548eb
T3,linear-PCA,linear-PCA,floor,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3/C3_LO_gene__linear-PCA__C3_true_lo_gene_10__shifrut.npz,711a66dc8ba8443a9acacf58693352be40cf5687841d4232771313a1594b6cd3
T3,scGPT,scGPT,method,chen,C3_true_lo_gene_10,chen,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__chen.npz,1ff9d9b7f916cb0bd2ef580cf68b2c79452ed2217a595ea8a2d0d4d88cb08fe6
T3,scGPT,scGPT,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,3bf97fa6f7c736eabb7f5162f8272fd13ef4925acd8a3c49026459c8e5bb15f1
T3,scGPT,scGPT,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,e5e227f1ec028f5b29c36927c6d14dbeacfe064062b3d60a6cd21ea99d36c039
T3,scGPT,scGPT,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__schmidt.npz,a054af3bbe730150ef4a8759ff67b3f72a70b505af43625c075737fff9ff797f
T3,scGPT,scGPT,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3/C3_LO_gene__scGPT__C3_true_lo_gene_10__shifrut.npz,e1767f7cf1c77436f0939f983d9f1b5924428ab71d370ed392584df157ebf4f3
T3,Biolord,Biolord,method,chen,C3_true_lo_gene_10,chen,predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__chen.npz,05f21ffd40e0396e6babe3f7e656c1f008d6c05f0cbc681d8a70e5f3e4bcf00f
T3,Biolord,Biolord,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,4887b554af02f7d09b51c14a032306e0245b1119df82cb093b10f0e03430c3b7
T3,Biolord,Biolord,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,b20dfa2354edb5ee3288f30af9dbe6dde4ec63ba59957a03652e9e51abd405a9
T3,Biolord,Biolord,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__schmidt.npz,fe64ffd0b4527fb3c6db7eac3009f3b73e7853b48ed5be0b07616e380cd3fd8f
T3,Biolord,Biolord,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/C3_LO_gene__Biolord__C3_true_lo_gene_10__shifrut.npz,0da7a639337f880a5f15d62059616e65460d4727e3d78033378b90961bd72c8f
T3,CellFlow,CellFlow,method,chen,C3_true_lo_gene_10,chen,predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__chen.npz,28462871c2a8550b3d0638b8599f31e7590c0df0a78dba48db11f6111e35bbde
T3,CellFlow,CellFlow,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,15950ad34d083af32dc32d133e8e6e3fb2ad7aa47c6ce9c2aa810c5421920d47
T3,CellFlow,CellFlow,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,ce0a004ad57e1d5b5c26eb4a92be991df192f4ae042f7d8dd04ddecc19a14c82
T3,CellFlow,CellFlow,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__schmidt.npz,4f6b5b589cddee7268406a2bb140b833548fd815aec8c4ed2fa5bae945d8094e
T3,CellFlow,CellFlow,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/v2_native/C3_LO_gene__CellFlow__C3_true_lo_gene_10__shifrut.npz,e593d120c9b33f77d4815a0cd4bc2510fa5568aea491cd1aae10324843efb331
T3,PertAdapt,PertAdapt,method,chen,C3_true_lo_gene_10,chen,predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__chen.npz,c9f84273ff186615b78bcf054b770b5cd281227998663903aadeaae89ec4db3a
T3,PertAdapt,PertAdapt,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,260a2eafc9e15d520e93dcbebef304994d0e5815107d9583fa2097ccee982754
T3,PertAdapt,PertAdapt,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,03953878fefc9f8e7d77e01a8b91c0135837fb8b8fd49f33eb001b387efe23bc
T3,PertAdapt,PertAdapt,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__schmidt.npz,e41a7d9cc41558b7aad458cca137f26f70b1374cf243c9fdfc71fbd22fd3deb9
T3,PertAdapt,PertAdapt,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/v2_native/C3_LO_gene__PertAdapt__C3_true_lo_gene_10__shifrut.npz,59e62180dd364d138dedcb3895d2defce30628367321acb52a68b9ad33d26fcb
T3,PerturbNet,PerturbNet,method,chen,C3_true_lo_gene_10,chen,predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__chen.npz,f1ada31ee862b4312eb09e56aa27ba98a83cbcce751617df22d7e1c0ce666e28
T3,PerturbNet,PerturbNet,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,0cedd59b12fc4e8aa0db90b07ae1e4ef9baf24331b5e16e70800495298edbe74
T3,PerturbNet,PerturbNet,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,5415e06beea2dba88200a8ff8ac24254f917861ea22c56f95bf74d9ec638e0b7
T3,PerturbNet,PerturbNet,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__schmidt.npz,b396015147ed49547b483e0e16d443760fc8dac3ac9d13e832e5133a0dd50df8
T3,PerturbNet,PerturbNet,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/v2_native/C3_LO_gene__PerturbNet__C3_true_lo_gene_10__shifrut.npz,1c8c0da61539f365bdc6b44a194792fb31ac137d9b06546184f0ea43cbe30fa6
T3,STATE,STATE,method,chen,C3_true_lo_gene_10,chen,predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__chen.npz,63cfa36ba38a3dfcc11cd1e99f2deb0cad349dee7767cf53e1cf4931ed33b182
T3,STATE,STATE,method,mccutcheon_CRISPRa,C3_true_lo_gene_10,mccutcheon_CRISPRa,predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRa.npz,f948dac98662c8e04716d3f952a30cf79cc42fb061837ec43caab220cdb58509
T3,STATE,STATE,method,mccutcheon_CRISPRi,C3_true_lo_gene_10,mccutcheon_CRISPRi,predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__mccutcheon_CRISPRi.npz,68e9773c3cf2904e42f811f91785bc342bcc133ba79398ca9ebd0f3b9ff7d540
T3,STATE,STATE,method,schmidt,C3_true_lo_gene_10,schmidt,predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__schmidt.npz,affa0bb131ad4cc9e7d03efeef714a4e941918089c4562bd2950649d62794d90
T3,STATE,STATE,method,shifrut,C3_true_lo_gene_10,shifrut,predictions/v2_native/C3_LO_gene__STATE__C3_true_lo_gene_10__shifrut.npz,7b163ab595ac2027df91ae6dc7ddbb0f91b7b99131f9c13da1522672ad3dc661
